Start,GOES Class,Class_Type
2026-03-02 08:36:00,C2.5,C
2026-03-02 10:22:00,C2.9,C
2026-03-02 11:47:00,C2.1,C
2026-03-02 14:31:00,C1.6,C
2026-03-02 16:50:00,C1.4,C
2026-03-02 17:27:00,C1.5,C
2026-03-02 17:46:00,C1.5,C
2026-03-02 18:24:00,C1.3,C
2026-03-03 00:17:00,C3.0,C
2026-03-03 00:38:00,C2.1,C
2026-03-03 12:32:00,C1.1,C
2026-03-03 12:34:00,C1.1,C
2026-03-03 13:51:00,C1.6,C
2026-03-03 14:06:00,C1.6,C
2026-03-03 15:45:00,C2.1,C
2026-03-03 19:02:00,C1.2,C
2026-03-03 19:48:00,C1.1,C
2026-03-03 20:14:00,C1.0,C
2026-03-03 21:53:00,C1.0,C
2026-03-04 00:32:00,B9.2,B
2026-03-04 01:22:00,C1.4,C
2026-03-04 02:14:00,C1.9,C
2026-03-04 02:57:00,C4.1,C
2026-03-04 03:03:00,C3.9,C
2026-03-04 14:33:00,B7.6,B
2026-03-05 07:03:00,C1.9,C
2026-03-05 08:07:00,B9.1,B
2026-03-05 08:58:00,C1.3,C
2026-03-05 08:59:00,C1.3,C
2026-03-05 13:46:00,B8.3,B
2026-03-05 17:40:00,B7.9,B
2026-03-05 18:19:00,B8.4,B
2026-03-05 19:26:00,C1.8,C
2026-03-05 21:46:00,C1.1,C
2026-03-05 22:23:00,C2.0,C
2026-03-06 07:24:00,C1.2,C
2026-03-06 12:59:00,C1.2,C
2026-03-06 19:45:00,B9.6,B
2026-03-06 19:46:00,B9.3,B
2026-03-07 10:01:00,C1.0,C
2026-03-07 14:50:00,B9.6,B
2026-03-07 16:46:00,B9.9,B
2026-03-07 18:57:00,C1.1,C
2026-03-08 03:12:00,B8.6,B
2026-03-08 04:39:00,C1.2,C
2026-03-08 09:19:00,B9.3,B
2026-03-08 14:23:00,C1.0,C
2026-03-08 15:02:00,C2.0,C
2026-03-08 17:17:00,C1.3,C
2026-03-09 02:33:00,B7.5,B
2026-03-09 02:49:00,C1.3,C
2026-03-09 06:22:00,C1.6,C
2026-03-09 06:55:00,C1.8,C
2026-03-09 08:01:00,C1.7,C
2026-03-09 10:46:00,C1.7,C
2026-03-09 12:48:00,C2.3,C
2026-03-09 20:21:00,C7.9,C
2026-03-09 21:50:00,C1.5,C
2026-03-10 01:40:00,B9.5,B
2026-03-10 03:20:00,C1.0,C
2026-03-10 05:24:00,C2.2,C
2026-03-10 06:58:00,B9.5,B
2026-03-10 07:15:00,C1.3,C
2026-03-10 08:34:00,C1.6,C
2026-03-10 10:30:00,C2.0,C
2026-03-10 11:22:00,C2.5,C
2026-03-10 16:38:00,C1.1,C
2026-03-10 18:32:00,C4.7,C
2026-03-11 00:56:00,C1.1,C
2026-03-11 01:35:00,C1.0,C
2026-03-11 02:39:00,B8.4,B
2026-03-11 09:36:00,B8.0,B
2026-03-11 10:06:00,B9.1,B
2026-03-11 20:00:00,C1.1,C
2026-03-11 22:39:00,B7.5,B
2026-03-12 01:44:00,B8.6,B
2026-03-12 02:53:00,C1.0,C
2026-03-12 05:29:00,B9.2,B
2026-03-12 06:11:00,B9.5,B
2026-03-12 08:19:00,C3.2,C
2026-03-12 10:19:00,C4.0,C
2026-03-12 11:05:00,C1.7,C
2026-03-12 11:40:00,C1.6,C
2026-03-12 15:14:00,B9.4,B
2026-03-12 15:43:00,C1.2,C
2026-03-12 19:57:00,C1.3,C
2026-03-12 21:45:00,C1.8,C
2026-03-12 23:28:00,C1.9,C
2026-03-13 00:11:00,C2.3,C
2026-03-13 00:57:00,C4.3,C
2026-03-13 01:10:00,C4.2,C
2026-03-13 02:06:00,C2.2,C
2026-03-13 03:22:00,C1.5,C
2026-03-13 05:46:00,C3.7,C
2026-03-13 06:36:00,C4.0,C
2026-03-13 08:03:00,C2.1,C
2026-03-13 09:40:00,M1.2,M
2026-03-13 11:05:00,C3.3,C
2026-03-13 12:36:00,C5.2,C
2026-03-13 14:57:00,C8.1,C
2026-03-13 20:09:00,C8.9,C
2026-03-13 20:33:00,C7.4,C
2026-03-13 22:25:00,C1.7,C
2026-03-13 23:24:00,C2.2,C
2026-03-13 23:41:00,C2.6,C
2026-03-14 01:15:00,C1.2,C
2026-03-14 01:45:00,C1.3,C
2026-03-14 04:29:00,B7.7,B
2026-03-14 05:01:00,C1.0,C
2026-03-14 05:57:00,C1.1,C
2026-03-14 06:16:00,C1.1,C
2026-03-14 08:08:00,C1.1,C
2026-03-14 09:22:00,B7.6,B
2026-03-14 09:34:00,C1.3,C
2026-03-14 10:01:00,C1.3,C
2026-03-14 10:24:00,B9.0,B
2026-03-14 11:43:00,C1.0,C
2026-03-14 12:44:00,C2.2,C
2026-03-14 15:20:00,C1.4,C
2026-03-14 15:57:00,C1.1,C
2026-03-14 16:10:00,C1.2,C
2026-03-14 18:12:00,B9.4,B
2026-03-14 19:30:00,C1.5,C
2026-03-14 21:20:00,C1.7,C
2026-03-14 22:12:00,B9.3,B
2026-03-14 22:58:00,C1.1,C
2026-03-14 23:33:00,C2.4,C
2026-03-15 00:37:00,C1.1,C
2026-03-15 01:20:00,B8.5,B
2026-03-15 01:50:00,C1.3,C
2026-03-15 01:58:00,C1.7,C
2026-03-15 04:15:00,B8.8,B
2026-03-15 04:48:00,B9.1,B
2026-03-15 06:36:00,B7.7,B
2026-03-15 08:51:00,B5.6,B
2026-03-15 09:21:00,M1.0,M
2026-03-15 12:28:00,B5.3,B
2026-03-15 15:00:00,C1.1,C
2026-03-15 16:32:00,B8.3,B
2026-03-16 02:28:00,B4.9,B
2026-03-16 02:43:00,B4.2,B
2026-03-16 04:41:00,B6.9,B
2026-03-16 05:32:00,B4.8,B
2026-03-16 05:44:00,B5.4,B
2026-03-16 08:57:00,B8.9,B
2026-03-16 08:59:00,B9.0,B
2026-03-16 09:36:00,C1.1,C
2026-03-16 09:37:00,C1.1,C
2026-03-16 11:19:00,B4.5,B
2026-03-16 12:00:00,M2.8,M
2026-03-16 14:39:00,C5.9,C
2026-03-16 19:14:00,B4.5,B
2026-03-16 19:52:00,B6.2,B
2026-03-16 20:50:00,B5.7,B
2026-03-17 02:40:00,B6.0,B
2026-03-17 03:47:00,B6.8,B
2026-03-17 05:11:00,C1.2,C
2026-03-17 08:22:00,B6.0,B
2026-03-17 08:23:00,B6.3,B
2026-03-17 08:55:00,M1.3,M
2026-03-17 10:38:00,B6.7,B
2026-03-17 12:28:00,B5.5,B
2026-03-17 15:39:00,B6.4,B
2026-03-17 15:55:00,B6.3,B
2026-03-17 22:47:00,C1.0,C
2026-03-18 00:13:00,B6.6,B
2026-03-18 00:59:00,C3.9,C
2026-03-18 01:46:00,C1.6,C
2026-03-18 02:36:00,C1.1,C
2026-03-18 02:42:00,C1.0,C
2026-03-18 03:58:00,C1.1,C
2026-03-18 04:23:00,C1.2,C
2026-03-18 06:44:00,C2.7,C
2026-03-18 08:05:00,M2.7,M
2026-03-18 08:26:00,M2.7,M
2026-03-18 09:48:00,C2.8,C
2026-03-18 09:49:00,C2.9,C
2026-03-18 12:53:00,C3.6,C
2026-03-18 16:45:00,C1.0,C
2026-03-18 19:06:00,B9.2,B
2026-03-18 19:21:00,B8.9,B
2026-03-18 23:11:00,B8.6,B
2026-03-18 23:32:00,B7.8,B
2026-03-19 02:59:00,B4.1,B
2026-03-19 03:31:00,B8.2,B
2026-03-19 04:01:00,B8.5,B
2026-03-19 04:41:00,B4.5,B
2026-03-19 05:44:00,C2.3,C
2026-03-19 07:53:00,B4.2,B
2026-03-19 10:50:00,B3.9,B
2026-03-19 22:19:00,B7.3,B
2026-03-20 01:15:00,B3.4,B
2026-03-20 06:28:00,B5.0,B
2026-03-20 09:53:00,B5.0,B
2026-03-21 00:09:00,B4.8,B
2026-03-21 02:24:00,B4.9,B
2026-03-21 15:15:00,B7.5,B
2026-03-21 15:58:00,C1.2,C
2026-03-22 01:13:00,B9.1,B
2026-03-22 02:48:00,B5.4,B
2026-03-22 03:32:00,B6.9,B
2026-03-22 09:21:00,B8.5,B
2026-03-22 10:39:00,B9.1,B
2026-03-22 13:23:00,B7.1,B
2026-03-22 13:42:00,B9.6,B
2026-03-22 15:58:00,C1.0,C
2026-03-22 22:56:00,C1.6,C
2026-03-22 23:26:00,C3.4,C
2026-03-22 23:50:00,C3.1,C
2026-03-23 00:24:00,C3.2,C
2026-03-23 07:02:00,C1.2,C
2026-03-23 09:45:00,C1.3,C
2026-03-23 10:57:00,C1.3,C
2026-03-23 11:07:00,C2.0,C
2026-03-23 14:20:00,C1.0,C
2026-03-23 15:28:00,C1.1,C
2026-03-23 17:05:00,C1.2,C
2026-03-23 17:42:00,C1.2,C
2026-03-24 06:22:00,B9.4,B
2026-03-24 08:17:00,B9.0,B
2026-03-24 17:18:00,C7.3,C
2026-03-24 21:47:00,C2.3,C
2026-03-24 23:52:00,C2.9,C
2026-03-25 00:14:00,C3.7,C
2026-03-25 04:10:00,C2.2,C
2026-03-25 05:55:00,C1.5,C
2026-03-25 09:06:00,C1.8,C
2026-03-25 10:55:00,C1.9,C
2026-03-25 12:07:00,C1.7,C
2026-03-25 13:04:00,C2.2,C
2026-03-25 13:48:00,C2.1,C
2026-03-26 05:01:00,C1.4,C
2026-03-26 05:46:00,C1.9,C
2026-03-26 06:11:00,M3.9,M
2026-03-26 06:52:00,C3.3,C
2026-03-26 08:38:00,C5.3,C
2026-03-26 10:04:00,C3.5,C
2026-03-26 12:45:00,C2.4,C
2026-03-26 13:20:00,C1.9,C
2026-03-26 15:18:00,C1.5,C
2026-03-26 17:50:00,C2.1,C
2026-03-26 20:15:00,C3.3,C
2026-03-27 02:31:00,C3.0,C
2026-03-27 02:55:00,C3.6,C
2026-03-27 03:07:00,C3.4,C
2026-03-27 03:53:00,C2.9,C
2026-03-27 06:47:00,C3.6,C
2026-03-27 08:07:00,C2.3,C
2026-03-27 08:40:00,C1.6,C
2026-03-27 09:24:00,C2.3,C
2026-03-27 09:48:00,C5.4,C
2026-03-27 09:49:00,C5.4,C
2026-03-27 10:16:00,C4.1,C
2026-03-27 10:48:00,C3.7,C
2026-03-27 13:36:00,C1.9,C
2026-03-27 13:59:00,C2.1,C
2026-03-27 18:17:00,C3.5,C
2026-03-27 19:05:00,C2.5,C
2026-03-28 02:13:00,M1.3,M
2026-03-28 02:16:00,M1.3,M
2026-03-28 07:31:00,C4.0,C
2026-03-28 11:18:00,C4.1,C
2026-03-28 13:26:00,C2.3,C
2026-03-28 14:41:00,C2.5,C
2026-03-28 20:17:00,C1.9,C
2026-03-28 21:00:00,C2.1,C
2026-03-29 04:48:00,C2.1,C
2026-03-29 05:42:00,C1.6,C
2026-03-29 21:08:00,C1.4,C
2026-03-29 21:29:00,C1.6,C
2026-03-30 00:34:00,C1.7,C
2026-03-30 01:36:00,C1.4,C
2026-03-30 02:47:00,X1.5,X
2026-03-30 11:48:00,C3.1,C
2026-03-30 14:48:00,C2.0,C
2026-03-30 20:40:00,C2.1,C
2026-03-30 23:58:00,C1.5,C
2026-03-31 00:55:00,C1.5,C
2026-03-31 02:17:00,C1.4,C
2026-03-31 03:59:00,C1.2,C
2026-03-31 04:24:00,C1.1,C
2026-03-31 10:27:00,C1.1,C
2026-03-31 15:49:00,B7.7,B
2026-03-31 16:00:00,C1.0,C
2026-03-31 16:02:00,C1.0,C
2026-03-31 17:57:00,C1.0,C
2026-03-31 17:58:00,C1.0,C
2026-03-31 21:16:00,C1.1,C
2026-03-31 21:41:00,B9.1,B
2026-04-02 09:22:00,C1.8,C
2026-04-02 12:26:00,C1.3,C
2026-04-02 13:01:00,C3.9,C
2026-04-02 14:03:00,C2.4,C
2026-04-02 14:37:00,C3.9,C
2026-04-02 16:58:00,C2.0,C
2026-04-02 17:23:00,M3.5,M
2026-04-02 21:21:00,C1.2,C
2026-04-02 22:46:00,C2.0,C
2026-04-02 23:08:00,C1.6,C
2026-04-02 23:53:00,C1.5,C
2026-04-03 00:46:00,C2.4,C
2026-04-03 00:59:00,C7.0,C
2026-04-03 03:24:00,C2.3,C
2026-04-03 05:20:00,C6.1,C
2026-04-03 05:48:00,C3.6,C
2026-04-03 07:45:00,M1.3,M
2026-04-03 09:03:00,C1.5,C
2026-04-03 10:03:00,C7.8,C
2026-04-03 11:06:00,C3.4,C
2026-04-03 11:53:00,C3.6,C
2026-04-03 12:19:00,C5.2,C
2026-04-03 12:46:00,M1.3,M
2026-04-03 13:58:00,C1.2,C
2026-04-03 14:27:00,C1.4,C
2026-04-07 04:20:00,B8.6,B
2026-04-07 06:48:00,B7.6,B
2026-04-07 08:04:00,C1.1,C
2026-04-07 08:44:00,C1.2,C
2026-04-07 13:32:00,C2.4,C
2026-04-07 15:36:00,C1.2,C
2026-04-07 16:11:00,B7.8,B
2026-04-07 18:15:00,C5.7,C
2026-04-07 20:40:00,C1.3,C
2026-04-07 21:53:00,B7.7,B
2026-04-07 22:04:00,C1.2,C
2026-04-07 23:10:00,C2.4,C
2026-04-08 00:38:00,C1.0,C
2026-04-08 04:57:00,C1.3,C
2026-04-08 05:51:00,B8.9,B
2026-04-08 12:22:00,C1.3,C
2026-04-08 15:31:00,C8.7,C
2026-04-08 23:38:00,C1.4,C
2026-04-09 00:57:00,C1.4,C
2026-04-09 05:21:00,C1.3,C
2026-04-09 06:14:00,B9.8,B
2026-04-09 06:28:00,C1.1,C
2026-04-09 07:27:00,B7.5,B
2026-04-09 07:48:00,B8.7,B
2026-04-09 08:07:00,C1.4,C
2026-04-09 08:23:00,M1.1,M
2026-04-10 02:11:00,B4.4,B
2026-04-10 02:58:00,B5.4,B
2026-04-10 04:13:00,B6.1,B
2026-04-10 09:14:00,B7.3,B
2026-04-10 09:15:00,B7.4,B
2026-04-10 11:11:00,B5.1,B
2026-04-10 12:39:00,B7.6,B
2026-04-10 15:39:00,B6.4,B
2026-04-10 15:55:00,B5.6,B
2026-04-10 21:47:00,B5.1,B
2026-04-10 22:24:00,B5.2,B
2026-04-11 04:15:00,B5.4,B
2026-04-11 10:08:00,C1.1,C
2026-04-11 11:56:00,B4.1,B
2026-04-11 15:56:00,B3.8,B
2026-04-11 19:09:00,B3.4,B
2026-04-11 20:53:00,B5.9,B
2026-04-11 23:15:00,C1.9,C
2026-04-12 00:14:00,B5.3,B
2026-04-12 00:47:00,C1.9,C
2026-04-12 01:40:00,B5.6,B
2026-04-12 02:17:00,C1.5,C
2026-04-12 03:09:00,C1.0,C
2026-04-12 03:23:00,B9.8,B
2026-04-12 04:55:00,C2.4,C
2026-04-12 06:13:00,B4.9,B
2026-04-12 07:31:00,C2.4,C
2026-04-12 08:29:00,C1.5,C
2026-04-12 12:01:00,B4.2,B
2026-04-12 14:48:00,B7.2,B
2026-04-12 17:24:00,B3.0,B
2026-04-12 18:33:00,B4.8,B
2026-04-12 19:40:00,B4.5,B
2026-04-12 19:55:00,B4.7,B
2026-04-12 21:29:00,B4.2,B
2026-04-12 22:33:00,B4.9,B
2026-04-13 01:13:00,B3.9,B
2026-04-13 01:31:00,B5.0,B
2026-04-13 06:58:00,B5.2,B
